username,full_text,Full Text,Case Folding,Text Cleaning,Tokenizing,Normalization,Stemming,Text Filtering,polarity_score,sentimen
Evany86905891,@ChrisJ_2211 Semoga kejadian tapi hampir 10 % kurang lebih tiap tps golput entah kurang mengerti entah tidak dapat amplop,@ChrisJ_2211 Semoga kejadian tapi hampir 10 % kurang lebih tiap tps golput entah kurang mengerti entah tidak dapat amplop,@chrisj_2211 semoga kejadian tapi hampir 10 % kurang lebih tiap tps golput entah kurang mengerti entah tidak dapat amplop,semoga kejadian tapi hampir kurang lebih tiap tps golput entah kurang mengerti entah tidak dapat amplop,"['semoga', 'kejadian', 'tapi', 'hampir', 'kurang', 'lebih', 'tiap', 'tps', 'golput', 'entah', 'kurang', 'mengerti', 'entah', 'tidak', 'dapat', 'amplop']","['semoga', 'kejadian', 'tapi', 'hampir', 'kurang', 'lebih', 'tiap', 'tps', 'golput', 'entah', 'kurang', 'mengerti', 'entah', 'tidak', 'dapat', 'amplop']","['moga', 'jadi', 'tapi', 'hampir', 'kurang', 'lebih', 'tiap', 'tps', 'golput', 'entah', 'kurang', 'erti', 'entah', 'tidak', 'dapat', 'amplop']","['moga', 'hampir', 'kurang', 'tiap', 'tps', 'golput', 'entah', 'kurang', 'erti', 'entah', 'tidak', 'amplop']",-3.2,negatif
omhansss,Terduga pelanggar HAM ama golput punya hak yang sama. Emang ini negara punya nenek moyangnya Komeng doang?,Terduga pelanggar HAM ama golput punya hak yang sama. Emang ini negara punya nenek moyangnya Komeng doang?,terduga pelanggar ham ama golput punya hak yang sama. emang ini negara punya nenek moyangnya komeng doang?,terduga pelanggar ham ama golput punya hak yang sama emang ini negara punya nenek moyangnya komeng doang,"['terduga', 'pelanggar', 'ham', 'ama', 'golput', 'punya', 'hak', 'yang', 'sama', 'emang', 'ini', 'negara', 'punya', 'nenek', 'moyangnya', 'komeng', 'doang']","['terduga', 'pelanggar', 'ham', 'sama', 'golput', 'punya', 'hak', 'yang', 'sama', 'memang', 'ini', 'negara', 'punya', 'nenek', 'moyangnya', 'komeng', 'doang']","['duga', 'langgar', 'ham', 'sama', 'golput', 'punya', 'hak', 'yang', 'sama', 'memang', 'ini', 'negara', 'punya', 'nenek', 'moyang', 'komeng', 'doang']","['duga', 'langgar', 'ham', 'golput', 'punya', 'hak', 'memang', 'negara', 'punya', 'nenek', 'moyang', 'komeng', 'doang']",0.0,netral
arifin34533,@wdtu Kalau begitu next election golput. Gak ikut mikirin negara.,@wdtu Kalau begitu next election golput. Gak ikut mikirin negara.,@wdtu kalau begitu next election golput. gak ikut mikirin negara.,kalau begitu next election golput gak ikut mikirin negara,"['kalau', 'begitu', 'next', 'election', 'golput', 'gak', 'ikut', 'mikirin', 'negara']","['kalau', 'begitu', 'next', 'election', 'golput', 'enggak', 'ikut', 'memikirkan', 'negara']","['kalau', 'begitu', 'next', 'election', 'golput', 'enggak', 'ikut', 'pikir', 'negara']","['kalau', 'next', 'election', 'golput', 'enggak', 'ikut', 'pikir', 'negara']",0.0,netral
Hardianyah469,@Jiboed_Detabek @Erwinsajaaaa @_mastito @GodHyolyn Yg GOLPUT biasanya bukan pendukung FANATIK.,@Jiboed_Detabek @Erwinsajaaaa @_mastito @GodHyolyn Yg GOLPUT biasanya bukan pendukung FANATIK.,@jiboed_detabek @erwinsajaaaa @_mastito @godhyolyn yg golput biasanya bukan pendukung fanatik.,yg golput biasanya bukan pendukung fanatik,"['yg', 'golput', 'biasanya', 'bukan', 'pendukung', 'fanatik']","['yang', 'golput', 'biasanya', 'bukan', 'pendukung', 'fanatik']","['yang', 'golput', 'biasa', 'bukan', 'dukung', 'fanatik']","['golput', 'biasa', 'bukan', 'dukung', 'fanatik']",-1.2,negatif
wooywoung,@grwacia kereen kakak gak golput,@grwacia kereen kakak gak golput,@grwacia kereen kakak gak golput,kereen kakak gak golput,"['kereen', 'kakak', 'gak', 'golput']","['keren', 'kakak', 'enggak', 'golput']","['keren', 'kakak', 'enggak', 'golput']","['keren', 'kakak', 'enggak', 'golput']",2.0,positif
Evany86905891,@ChrisJ_2211 Ambil uangnya Golput ,@ChrisJ_2211 Ambil uangnya Golput ,@chrisj_2211 ambil uangnya golput ,ambil uangnya golput,"['ambil', 'uangnya', 'golput']","['ambil', 'uangnya', 'golput']","['ambil', 'uang', 'golput']","['ambil', 'uang', 'golput']",1.0,positif
meeshiglres,Punya kaka emang tolol sih denial tentang pelanggaran HAM praboro nanti kalo lu susah makan aje tetep mintanya ama gw bukan ke praboro kan makan siang gratis terealisasinya tahun 2029 pake nololin gw karena golput mana pas gw sakit ke rumah nyetel lagu ok gas kenceng bgt,Punya kaka emang tolol sih denial tentang pelanggaran HAM praboro nanti kalo lu susah makan aje tetep mintanya ama gw bukan ke praboro kan makan siang gratis terealisasinya tahun 2029 pake nololin gw karena golput mana pas gw sakit ke rumah nyetel lagu ok gas kenceng bgt,punya kaka emang tolol sih denial tentang pelanggaran ham praboro nanti kalo lu susah makan aje tetep mintanya ama gw bukan ke praboro kan makan siang gratis terealisasinya tahun 2029 pake nololin gw karena golput mana pas gw sakit ke rumah nyetel lagu ok gas kenceng bgt,punya kaka emang tolol sih denial tentang pelanggaran ham praboro nanti kalo lu susah makan aje tetep mintanya ama gw bukan ke praboro kan makan siang gratis terealisasinya tahun pake nololin gw karena golput mana pas gw sakit ke rumah nyetel lagu ok gas kenceng bgt,"['punya', 'kaka', 'emang', 'tolol', 'sih', 'denial', 'tentang', 'pelanggaran', 'ham', 'praboro', 'nanti', 'kalo', 'lu', 'susah', 'makan', 'aje', 'tetep', 'mintanya', 'ama', 'gw', 'bukan', 'ke', 'praboro', 'kan', 'makan', 'siang', 'gratis', 'terealisasinya', 'tahun', 'pake', 'nololin', 'gw', 'karena', 'golput', 'mana', 'pas', 'gw', 'sakit', 'ke', 'rumah', 'nyetel', 'lagu', 'ok', 'gas', 'kenceng', 'bgt']","['punya', 'kakak', 'memang', 'tolol', 'sih', 'denial', 'tentang', 'pelanggaran', 'ham', 'praboro', 'nanti', 'kalo', 'lu', 'susah', 'makan', 'saja', 'tetap', 'mintanya', 'sama', 'saya', 'bukan', 'ke', 'praboro', 'kan', 'makan', 'siang', 'gratis', 'terealisasinya', 'tahun', 'pakai', 'nololin', 'saya', 'karena', 'golput', 'mana', 'pas', 'saya', 'sakit', 'ke', 'rumah', 'nyetel', 'lagu', 'ok', 'gas', 'kencang', 'banget']","['punya', 'kakak', 'memang', 'tolol', 'sih', 'denial', 'tentang', 'langgar', 'ham', 'praboro', 'nanti', 'kalo', 'lu', 'susah', 'makan', 'saja', 'tetap', 'minta', 'sama', 'saya', 'bukan', 'ke', 'praboro', 'kan', 'makan', 'siang', 'gratis', 'real', 'tahun', 'pakai', 'nololin', 'saya', 'karena', 'golput', 'mana', 'pas', 'saya', 'sakit', 'ke', 'rumah', 'nyetel', 'lagu', 'ok', 'gas', 'kencang', 'banget']","['punya', 'kakak', 'memang', 'tolol', 'denial', 'langgar', 'ham', 'praboro', 'kalo', 'susah', 'makan', 'tetap', 'minta', 'bukan', 'praboro', 'makan', 'siang', 'gratis', 'real', 'tahun', 'pakai', 'nololin', 'golput', 'mana', 'pas', 'sakit', 'rumah', 'nyetel', 'lagu', 'gas', 'kencang', 'banget']",0.8,positif
PwddRossy,@k_tuaethnic @PDI_Perjuangan Saya mulai sejak pemilu 1992 sdh pilih (PDI). Absen (golput) di 1997 karena konflik di partai Lanjut PDIP lahir sampai detik ini setiap pemilu sudah pasti pilih PDIP. Alasan saya sama dengan sender. Saya simpatisan PDIP garis keras ,@k_tuaethnic @PDI_Perjuangan Saya mulai sejak pemilu 1992 sdh pilih (PDI). Absen (golput) di 1997 karena konflik di partai Lanjut PDIP lahir sampai detik ini setiap pemilu sudah pasti pilih PDIP. Alasan saya sama dengan sender. Saya simpatisan PDIP garis keras ,@k_tuaethnic @pdi_perjuangan saya mulai sejak pemilu 1992 sdh pilih (pdi). absen (golput) di 1997 karena konflik di partai lanjut pdip lahir sampai detik ini setiap pemilu sudah pasti pilih pdip. alasan saya sama dengan sender. saya simpatisan pdip garis keras ,saya mulai sejak pemilu sdh pilih pdi absen golput di karena konflik di partai lanjut pdip lahir sampai detik ini setiap pemilu sudah pasti pilih pdip alasan saya sama dengan sender saya simpatisan pdip garis keras,"['saya', 'mulai', 'sejak', 'pemilu', 'sdh', 'pilih', 'pdi', 'absen', 'golput', 'di', 'karena', 'konflik', 'di', 'partai', 'lanjut', 'pdip', 'lahir', 'sampai', 'detik', 'ini', 'setiap', 'pemilu', 'sudah', 'pasti', 'pilih', 'pdip', 'alasan', 'saya', 'sama', 'dengan', 'sender', 'saya', 'simpatisan', 'pdip', 'garis', 'keras']","['saya', 'mulai', 'sejak', 'pemilu', 'sudah', 'pilih', 'pdi', 'absen', 'golput', 'di', 'karena', 'konflik', 'di', 'partai', 'lanjut', 'pdip', 'lahir', 'sampai', 'detik', 'ini', 'setiap', 'pemilu', 'sudah', 'pasti', 'pilih', 'pdip', 'alasan', 'saya', 'sama', 'dengan', 'sender', 'saya', 'simpatisan', 'pdip', 'garis', 'keras']","['saya', 'mulai', 'sejak', 'milu', 'sudah', 'pilih', 'pdi', 'absen', 'golput', 'di', 'karena', 'konflik', 'di', 'partai', 'lanjut', 'pdip', 'lahir', 'sampai', 'detik', 'ini', 'tiap', 'milu', 'sudah', 'pasti', 'pilih', 'pdip', 'alas', 'saya', 'sama', 'dengan', 'sender', 'saya', 'simpatisan', 'pdip', 'garis', 'keras']","['mulai', 'sejak', 'pemilu', 'pilih', 'pdi', 'absen', 'golput', 'konflik', 'partai', 'lanjut', 'pdip', 'lahir', 'detik', 'tiap', 'pemilu', 'pilih', 'pdip', 'alas', 'sender', 'simpatisan', 'pdip', 'garis', 'keras']",-2.0,negatif
aha_ncank,KADUHUNG NYOBLOS KAN BIASANYA GOLPUT YAH yg biasanya ga pernah ngerasain riuhnya suara suara keributan politik karena g pernah peduli lah skrg terlanjur milih jd tau rasanya deh ,KADUHUNG NYOBLOS KAN BIASANYA GOLPUT YAH yg biasanya ga pernah ngerasain riuhnya suara suara keributan politik karena g pernah peduli lah skrg terlanjur milih jd tau rasanya deh ,kaduhung nyoblos kan biasanya golput yah yg biasanya ga pernah ngerasain riuhnya suara suara keributan politik karena g pernah peduli lah skrg terlanjur milih jd tau rasanya deh ,kaduhung nyoblos kan biasanya golput yah yg biasanya ga pernah ngerasain riuhnya suara suara keributan politik karena g pernah peduli lah skrg terlanjur milih jd tau rasanya deh,"['kaduhung', 'nyoblos', 'kan', 'biasanya', 'golput', 'yah', 'yg', 'biasanya', 'ga', 'pernah', 'ngerasain', 'riuhnya', 'suara', 'suara', 'keributan', 'politik', 'karena', 'g', 'pernah', 'peduli', 'lah', 'skrg', 'terlanjur', 'milih', 'jd', 'tau', 'rasanya', 'deh']","['kaduhung', 'nyoblos', 'kan', 'biasanya', 'golput', 'ya', 'yang', 'biasanya', 'tidak', 'pernah', 'merasai', 'riuhnya', 'suara', 'suara', 'keributan', 'politik', 'karena', 'enggak', 'pernah', 'peduli', 'lah', 'sekarang', 'terlanjur', 'memilih', 'jadi', 'tau', 'rasanya', 'deh']","['kaduhung', 'nyoblos', 'kan', 'biasa', 'golput', 'ya', 'yang', 'biasa', 'tidak', 'pernah', 'rasai', 'riuh', 'suara', 'suara', 'ribut', 'politik', 'karena', 'enggak', 'pernah', 'peduli', 'lah', 'sekarang', 'lanjur', 'pilih', 'jadi', 'tau', 'rasa', 'deh']","['kaduhung', 'nyoblos', 'biasa', 'golput', 'biasa', 'tidak', 'pernah', 'rasai', 'riuh', 'suara', 'suara', 'ribut', 'politik', 'enggak', 'pernah', 'peduli', 'lah', 'sekarang', 'lanjur', 'pilih', 'tau', 'rasa', 'deh']",-7.2,negatif
setyawan996,@onlyulals @RikoRiko697070 @Abahpurwa1 Gmna si cara itung2an lu yg 40% golput. Coba jelasin ke gw dengan angkanya juga. Biar gw faham maksud lu.,@onlyulals @RikoRiko697070 @Abahpurwa1 Gmna si cara itung2an lu yg 40% golput. Coba jelasin ke gw dengan angkanya juga. Biar gw faham maksud lu.,@onlyulals @rikoriko697070 @abahpurwa1 gmna si cara itung2an lu yg 40% golput. coba jelasin ke gw dengan angkanya juga. biar gw faham maksud lu.,gmna si cara itungan lu yg golput coba jelasin ke gw dengan angkanya juga biar gw faham maksud lu,"['gmna', 'si', 'cara', 'itungan', 'lu', 'yg', 'golput', 'coba', 'jelasin', 'ke', 'gw', 'dengan', 'angkanya', 'juga', 'biar', 'gw', 'faham', 'maksud', 'lu']","['bagaimana', 'sih', 'cara', 'hitungan', 'lu', 'yang', 'golput', 'coba', 'jelasin', 'ke', 'saya', 'dengan', 'angkanya', 'juga', 'biar', 'saya', 'faham', 'maksud', 'lu']","['bagaimana', 'sih', 'cara', 'hitung', 'lu', 'yang', 'golput', 'coba', 'jelasin', 'ke', 'saya', 'dengan', 'angka', 'juga', 'biar', 'saya', 'faham', 'maksud', 'lu']","['bagaimana', 'cara', 'hitung', 'golput', 'coba', 'jelasin', 'angka', 'biar', 'faham', 'maksud']",0.0,netral
setyawan996,@onlyulals @RikoRiko697070 @Abahpurwa1 Ga ada yg golput tuh kan DPT 102 Suara sah 97 Suara tidak sah 5 Total 102. Berarti yg ga nyoblos 0 Suara tidak sah itu kan nyoblos tpi ada kesalahan mungkin ada yg nyoblos lebih dri satu paslon.,@onlyulals @RikoRiko697070 @Abahpurwa1 Ga ada yg golput tuh kan DPT 102 Suara sah 97 Suara tidak sah 5 Total 102. Berarti yg ga nyoblos 0 Suara tidak sah itu kan nyoblos tpi ada kesalahan mungkin ada yg nyoblos lebih dri satu paslon.,@onlyulals @rikoriko697070 @abahpurwa1 ga ada yg golput tuh kan dpt 102 suara sah 97 suara tidak sah 5 total 102. berarti yg ga nyoblos 0 suara tidak sah itu kan nyoblos tpi ada kesalahan mungkin ada yg nyoblos lebih dri satu paslon.,ga ada yg golput tuh kan dpt suara sah suara tidak sah total berarti yg ga nyoblos suara tidak sah itu kan nyoblos tpi ada kesalahan mungkin ada yg nyoblos lebih dri satu paslon,"['ga', 'ada', 'yg', 'golput', 'tuh', 'kan', 'dpt', 'suara', 'sah', 'suara', 'tidak', 'sah', 'total', 'berarti', 'yg', 'ga', 'nyoblos', 'suara', 'tidak', 'sah', 'itu', 'kan', 'nyoblos', 'tpi', 'ada', 'kesalahan', 'mungkin', 'ada', 'yg', 'nyoblos', 'lebih', 'dri', 'satu', 'paslon']","['tidak', 'ada', 'yang', 'golput', 'tuh', 'kan', 'dapat', 'suara', 'sah', 'suara', 'tidak', 'sah', 'total', 'berarti', 'yang', 'tidak', 'nyoblos', 'suara', 'tidak', 'sah', 'itu', 'kan', 'nyoblos', 'tapi', 'ada', 'kesalahan', 'mungkin', 'ada', 'yang', 'nyoblos', 'lebih', 'dari', 'satu', 'paslon']","['tidak', 'ada', 'yang', 'golput', 'tuh', 'kan', 'dapat', 'suara', 'sah', 'suara', 'tidak', 'sah', 'total', 'arti', 'yang', 'tidak', 'nyoblos', 'suara', 'tidak', 'sah', 'itu', 'kan', 'nyoblos', 'tapi', 'ada', 'salah', 'mungkin', 'ada', 'yang', 'nyoblos', 'lebih', 'dari', 'satu', 'paslon']","['tidak', 'golput', 'tuh', 'suara', 'sah', 'suara', 'tidak', 'sah', 'total', 'arti', 'tidak', 'nyoblos', 'suara', 'tidak', 'sah', 'nyoblos', 'salah', 'mungkin', 'nyoblos', 'satu', 'paslon']",-4.8,negatif
Yukayamakireii_,@ganjarpranowo Btw pak maksud dari pasukan pinguin tuh apa? Artinya juga apa? Sekedar nanya doang btw saya golput,@ganjarpranowo Btw pak maksud dari pasukan pinguin tuh apa? Artinya juga apa? Sekedar nanya doang btw saya golput,@ganjarpranowo btw pak maksud dari pasukan pinguin tuh apa? artinya juga apa? sekedar nanya doang btw saya golput,btw pak maksud dari pasukan pinguin tuh apa artinya juga apa sekedar nanya doang btw saya golput,"['btw', 'pak', 'maksud', 'dari', 'pasukan', 'pinguin', 'tuh', 'apa', 'artinya', 'juga', 'apa', 'sekedar', 'nanya', 'doang', 'btw', 'saya', 'golput']","['btw', 'pak', 'maksud', 'dari', 'pasukan', 'pinguin', 'tuh', 'apa', 'artinya', 'juga', 'apa', 'sekedar', 'bertanya', 'doang', 'btw', 'saya', 'golput']","['btw', 'pak', 'maksud', 'dari', 'pasu', 'pinguin', 'tuh', 'apa', 'arti', 'juga', 'apa', 'dar', 'tanya', 'doang', 'btw', 'saya', 'golput']","['btw', 'pak', 'maksud', 'pasu', 'pinguin', 'tuh', 'arti', 'dar', 'tanya', 'doang', 'btw', 'golput']",1.0,positif
emyr_za1,C'mon lah gw aja yang bukan basisnya belajar ilmu politik aja ngerti sebetulnya kalok politisi Indonesia itu cuma 10% real bersih walaupun gw golput. Tapi dari ketiga paslon itu paling parah ya 02. Kadang mikir apa ini semua gara² presidential threshold??,C'mon lah gw aja yang bukan basisnya belajar ilmu politik aja ngerti sebetulnya kalok politisi Indonesia itu cuma 10% real bersih walaupun gw golput. Tapi dari ketiga paslon itu paling parah ya 02. Kadang mikir apa ini semua gara² presidential threshold??,c'mon lah gw aja yang bukan basisnya belajar ilmu politik aja ngerti sebetulnya kalok politisi indonesia itu cuma 10% real bersih walaupun gw golput. tapi dari ketiga paslon itu paling parah ya 02. kadang mikir apa ini semua gara² presidential threshold??,cmon lah gw aja yang bukan basisnya belajar ilmu politik aja ngerti sebetulnya kalok politisi indonesia itu cuma real bersih walaupun gw golput tapi dari ketiga paslon itu paling parah ya kadang mikir apa ini semua gara presidential threshold,"['cmon', 'lah', 'gw', 'aja', 'yang', 'bukan', 'basisnya', 'belajar', 'ilmu', 'politik', 'aja', 'ngerti', 'sebetulnya', 'kalok', 'politisi', 'indonesia', 'itu', 'cuma', 'real', 'bersih', 'walaupun', 'gw', 'golput', 'tapi', 'dari', 'ketiga', 'paslon', 'itu', 'paling', 'parah', 'ya', 'kadang', 'mikir', 'apa', 'ini', 'semua', 'gara', 'presidential', 'threshold']","['cmon', 'lah', 'saya', 'saja', 'yang', 'bukan', 'basisnya', 'belajar', 'ilmu', 'politik', 'saja', 'mengerti', 'sebetulnya', 'kalo', 'politisi', 'indonesia', 'itu', 'cuma', 'real', 'bersih', 'walaupun', 'saya', 'golput', 'tapi', 'dari', 'ketiga', 'paslon', 'itu', 'paling', 'parah', 'iya', 'kadang', 'mikir', 'apa', 'ini', 'semua', 'gara', 'presidential', 'threshold']","['cmon', 'lah', 'saya', 'saja', 'yang', 'bukan', 'basis', 'ajar', 'ilmu', 'politik', 'saja', 'erti', 'betul', 'kalo', 'politis', 'indonesia', 'itu', 'cuma', 'real', 'bersih', 'walaupun', 'saya', 'golput', 'tapi', 'dari', 'tiga', 'paslon', 'itu', 'paling', 'parah', 'iya', 'kadang', 'mikir', 'apa', 'ini', 'semua', 'gara', 'presidential', 'threshold']","['cmon', 'lah', 'bukan', 'basis', 'ajar', 'ilmu', 'politik', 'erti', 'betul', 'kalo', 'politis', 'indonesia', 'real', 'bersih', 'walaupun', 'golput', 'tiga', 'paslon', 'paling', 'parah', 'kadang', 'mikir', 'semua', 'gara', 'presidential', 'threshold']",0.8,positif
ngobrolinapasih,Bersyukur kemarin tidak golput. Kita tidak suka capres manapun paling tidak kita bisa pilih wakil rakyatnya. Saya termasuk yang nyoblos pak hidayat karena dapil di Jakarta Pusat,Bersyukur kemarin tidak golput. Kita tidak suka capres manapun paling tidak kita bisa pilih wakil rakyatnya. Saya termasuk yang nyoblos pak hidayat karena dapil di Jakarta Pusat,bersyukur kemarin tidak golput. kita tidak suka capres manapun paling tidak kita bisa pilih wakil rakyatnya. saya termasuk yang nyoblos pak hidayat karena dapil di jakarta pusat,bersyukur kemarin tidak golput kita tidak suka capres manapun paling tidak kita bisa pilih wakil rakyatnya saya termasuk yang nyoblos pak hidayat karena dapil di jakarta pusat,"['bersyukur', 'kemarin', 'tidak', 'golput', 'kita', 'tidak', 'suka', 'capres', 'manapun', 'paling', 'tidak', 'kita', 'bisa', 'pilih', 'wakil', 'rakyatnya', 'saya', 'termasuk', 'yang', 'nyoblos', 'pak', 'hidayat', 'karena', 'dapil', 'di', 'jakarta', 'pusat']","['bersyukur', 'kemarin', 'tidak', 'golput', 'kita', 'tidak', 'suka', 'capres', 'manapun', 'paling', 'tidak', 'kita', 'bisa', 'pilih', 'wakil', 'rakyatnya', 'saya', 'termasuk', 'yang', 'nyoblos', 'pak', 'hidayat', 'karena', 'dapil', 'di', 'jakarta', 'pusat']","['syukur', 'kemarin', 'tidak', 'golput', 'kita', 'tidak', 'suka', 'capres', 'mana', 'paling', 'tidak', 'kita', 'bisa', 'pilih', 'wakil', 'rakyat', 'saya', 'masuk', 'yang', 'nyoblos', 'pak', 'hidayat', 'karena', 'dapil', 'di', 'jakarta', 'pusat']","['syukur', 'kemarin', 'tidak', 'golput', 'tidak', 'suka', 'capres', 'mana', 'paling', 'tidak', 'pilih', 'wakil', 'rakyat', 'masuk', 'nyoblos', 'pak', 'hidayat', 'dapil', 'jakarta', 'pusat']",-0.5999999999999999,negatif
sozealita,@pleurrnicheuse masih aku jelasin eh jawabnya ya ampun zi banyak hoax dimana-mana. disuruh nonton dirty vote emang dirty vote catatan malaikat? YA KALAU BANYAK HOAX DIMANA-MANA KENAPA ELU BISA PILIH DIA?! GOLPUT AJA DONG!!? ga maksa dia untuk dukung yg sama cuma pengen dia melek..,@pleurrnicheuse masih aku jelasin eh jawabnya ya ampun zi banyak hoax dimana-mana. disuruh nonton dirty vote emang dirty vote catatan malaikat? YA KALAU BANYAK HOAX DIMANA-MANA KENAPA ELU BISA PILIH DIA?! GOLPUT AJA DONG!!? ga maksa dia untuk dukung yg sama cuma pengen dia melek..,@pleurrnicheuse masih aku jelasin eh jawabnya ya ampun zi banyak hoax dimana-mana. disuruh nonton dirty vote emang dirty vote catatan malaikat? ya kalau banyak hoax dimana-mana kenapa elu bisa pilih dia?! golput aja dong!!? ga maksa dia untuk dukung yg sama cuma pengen dia melek..,masih aku jelasin eh jawabnya ya ampun zi banyak hoax dimanamana disuruh nonton dirty vote emang dirty vote catatan malaikat ya kalau banyak hoax dimanamana kenapa elu bisa pilih dia golput aja dong ga maksa dia untuk dukung yg sama cuma pengen dia melek,"['masih', 'aku', 'jelasin', 'eh', 'jawabnya', 'ya', 'ampun', 'zi', 'banyak', 'hoax', 'dimanamana', 'disuruh', 'nonton', 'dirty', 'vote', 'emang', 'dirty', 'vote', 'catatan', 'malaikat', 'ya', 'kalau', 'banyak', 'hoax', 'dimanamana', 'kenapa', 'elu', 'bisa', 'pilih', 'dia', 'golput', 'aja', 'dong', 'ga', 'maksa', 'dia', 'untuk', 'dukung', 'yg', 'sama', 'cuma', 'pengen', 'dia', 'melek']","['masih', 'saya', 'jelasin', 'eh', 'jawabnya', 'iya', 'ampun', 'zi', 'banyak', 'hoax', 'dimanamana', 'disuruh', 'menonton', 'dirty', 'vote', 'memang', 'dirty', 'vote', 'catatan', 'malaikat', 'iya', 'kalau', 'banyak', 'hoax', 'dimanamana', 'kenapa', 'lu', 'bisa', 'pilih', 'dia', 'golput', 'saja', 'dong', 'tidak', 'maksa', 'dia', 'untuk', 'dukung', 'yang', 'sama', 'cuma', 'pengin', 'dia', 'melek']","['masih', 'saya', 'jelasin', 'eh', 'jawab', 'iya', 'ampun', 'zi', 'banyak', 'hoax', 'dimanamana', 'suruh', 'tonton', 'dirty', 'vote', 'memang', 'dirty', 'vote', 'catat', 'malaikat', 'iya', 'kalau', 'banyak', 'hoax', 'dimanamana', 'kenapa', 'lu', 'bisa', 'pilih', 'dia', 'golput', 'saja', 'dong', 'tidak', 'maksa', 'dia', 'untuk', 'dukung', 'yang', 'sama', 'cuma', 'pengin', 'dia', 'melek']","['jelasin', 'eh', 'jawab', 'ampun', 'zi', 'banyak', 'hoax', 'dimanamana', 'suruh', 'tonton', 'dirty', 'vote', 'memang', 'dirty', 'vote', 'catat', 'malaikat', 'kalau', 'banyak', 'hoax', 'dimanamana', 'pilih', 'golput', 'dong', 'tidak', 'maksa', 'dukung', 'pengin', 'melek']",1.8,positif
EllyKoro,Pak Krisna sukses membuat banyak org golput di TPS LN.,Pak Krisna sukses membuat banyak org golput di TPS LN.,pak krisna sukses membuat banyak org golput di tps ln.,pak krisna sukses membuat banyak org golput di tps ln,"['pak', 'krisna', 'sukses', 'membuat', 'banyak', 'org', 'golput', 'di', 'tps', 'ln']","['pak', 'krisna', 'sukses', 'membuat', 'banyak', 'orang', 'golput', 'di', 'tps', 'ln']","['pak', 'krisna', 'sukses', 'buat', 'banyak', 'orang', 'golput', 'di', 'tps', 'ln']","['pak', 'krisna', 'sukses', 'buat', 'banyak', 'orang', 'golput', 'tps', 'ln']",2.0,positif
Lemoonary,Awalnya w niat golput tapi dengan melihat debat dg gmn para paslon itu menyampaikan gagasan.... Si genap emg sekosong itu. Dah gitu attitude nya ampun dah ga kuat aku lihat nya ,Awalnya w niat golput tapi dengan melihat debat dg gmn para paslon itu menyampaikan gagasan.... Si genap emg sekosong itu. Dah gitu attitude nya ampun dah ga kuat aku lihat nya ,awalnya w niat golput tapi dengan melihat debat dg gmn para paslon itu menyampaikan gagasan.... si genap emg sekosong itu. dah gitu attitude nya ampun dah ga kuat aku lihat nya ,awalnya w niat golput tapi dengan melihat debat dg gmn para paslon itu menyampaikan gagasan si genap emg sekosong itu dah gitu attitude nya ampun dah ga kuat aku lihat nya,"['awalnya', 'w', 'niat', 'golput', 'tapi', 'dengan', 'melihat', 'debat', 'dg', 'gmn', 'para', 'paslon', 'itu', 'menyampaikan', 'gagasan', 'si', 'genap', 'emg', 'sekosong', 'itu', 'dah', 'gitu', 'attitude', 'nya', 'ampun', 'dah', 'ga', 'kuat', 'aku', 'lihat', 'nya']","['awalnya', 'gue', 'niat', 'golput', 'tapi', 'dengan', 'melihat', 'debat', 'dengan', 'bagaimana', 'para', 'paslon', 'itu', 'menyampaikan', 'gagasan', 'sih', 'genap', 'memang', 'sekosong', 'itu', 'deh', 'begitu', 'attitude', 'nya', 'ampun', 'deh', 'tidak', 'kuat', 'saya', 'lihat', 'nya']","['awal', 'gue', 'niat', 'golput', 'tapi', 'dengan', 'lihat', 'debat', 'dengan', 'bagaimana', 'para', 'paslon', 'itu', 'sampai', 'gagas', 'sih', 'genap', 'memang', 'kosong', 'itu', 'deh', 'begitu', 'attitude', 'nya', 'ampun', 'deh', 'tidak', 'kuat', 'saya', 'lihat', 'nya']","['awal', 'gue', 'niat', 'golput', 'lihat', 'debat', 'bagaimana', 'paslon', 'gagas', 'genap', 'memang', 'kosong', 'deh', 'attitude', 'nya', 'ampun', 'deh', 'tidak', 'kuat', 'lihat', 'nya']",-1.2,negatif
Yanspekaknata,@hansssolo @PDI_Perjuangan Aku kembali golput,@hansssolo @PDI_Perjuangan Aku kembali golput,@hansssolo @pdi_perjuangan aku kembali golput,aku kembali golput,"['aku', 'kembali', 'golput']","['saya', 'kembali', 'golput']","['saya', 'kembali', 'golput']",['golput'],1.0,positif
